candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words
Joel Beck,NV,2.0,house,2022,R,2,20220319171922,4,25,biography;homepage;issues;other,https://beckforcongress.us,73330,10605
Sydney Kamlager,CA,37.0,house,2022,D,2,20220928051112,4,9,action;endorsements;homepage;other,https://sydneykamlager.com/,28432,2829
Michael Daniels,MO,1.0,house,2022,D,2,20220605085259,2,1,homepage,https://michaeldanielsforcongress.com,3335,424
Taylor Marshall Iv Whichard,TX,8.0,house,2022,R,2,20220518004931,2,4,biography;homepage;news;other,https://www.taylorwhichardforcongress.com,12204,1603
Michele K. Ms. Rayner,FL,13.0,house,2022,D,2,20221227045722,5,5,action;biography;homepage;other,https://www.micheleforflorida.com,21265,2911
Scotty Moore,FL,9.0,house,2022,R,2,20220611220137,3,2,biography;homepage,https://www.scottymooreforcongress.com,6006,949
Gilbert Villegas,IL,3.0,house,2022,D,2,20220706105109,3,8,action;biography;endorsements;homepage;issues;news;other,https://www.gilforcongress.com,33597,4939
Theresa E Lastovich,MN,8.0,house,2022,D,2,20220117222900,1,1,homepage,https://www.lastovichforcongress.com/,3142,428
Billy Davis,GA,11.0,house,2022,R,2,20220320011752,4,8,homepage;other,http://billydavis.com,39337,5443
Stephen Kurant,IN,2.0,house,2022,D,2,20220224130330,1,1,homepage,https://www.kurantforcongress.com,1076,155
Andy Levin,MI,11.0,house,2022,D,2,20220817211846,4,12,action;endorsements;homepage;issues;news;other,https://www.andylevinforcongress.com,67093,9775
Kyle Mccarter,IL,15.0,house,2022,R,2,20221203181743,6,15,action;biography;homepage;issues;news;other,https://www.kylemccarter.com,31448,4455
Rishi Kumar,CA,16.0,house,2022,D,2,20221225204546,4,133,biography;endorsements;homepage;issues;other,https://www.rishikumar.com,1031652,153133
Karina Lipsman,VA,8.0,house,2022,R,2,20221130211734,4,14,action;homepage;issues;news;other,https://www.karinaforcongress.com,28286,3436
Julio Garza,TX,29.0,house,2022,R,2,20220808043254,3,2,homepage,https://www.juliogarzatexas29forcongress.com,4892,561
Russell Prescott,NH,1.0,house,2022,R,2,20220816184502,1,1,homepage,https://www.russellprescott.com,1052,137
Danny Eugene Jr Wood,TX,5.0,house,2022,D,2,20221230143654,5,120,homepage;news;other,https://votedanwood.com,1521363,249829
Kelly Daughtry,NC,13.0,house,2022,R,2,20220111025248,1,1,homepage,https://kelly4nc.com,146,23
George William Phd Buck,FL,13.0,house,2022,R,2,20221205155218,4,7,homepage;news;other,https://www.georgebuckjr.com,15261,1849
George Croom,MD,2.0,house,2022,D,2,20220817131137,4,17,homepage;news;other,https://croomforcongress.com,43688,6066
Aaron Storer,IN,1.0,house,2022,R,2,20220124121715,1,1,homepage,https://aaronstorerforcongress.com,658,86
Brian Lenney,ID,1.0,house,2022,R,2,20221006141809,4,1,homepage,https://www.brianlenneyforcongress.com,68,10
D.Nathaniel Mulcahy,MA,6.0,house,2022,D,2,20220106153709,1,1,homepage,https://www.mulcahy2020.com,3620,475
Gerald Edward Connolly,VA,11.0,house,2022,D,2,20221226234423,4,10,biography;endorsements;homepage;issues;other,https://www.gerryconnolly.com,43683,5895
Daniel Peter Theron,WI,2.0,house,2022,R,2,20220321084327,2,1,homepage,https://theronforcongress.com,226,18
Darren Soto,FL,9.0,house,2022,D,2,20221217030653,4,1,homepage,https://www.darrensoto.com,3608,490
Michael Ballard,OK,5.0,house,2022,R,2,20220202093732,2,3,action;biography;homepage,https://mikeballardforcongress.com,3573,493
Rudy Atencio,WA,3.0,house,2022,R,2,20220118225055,3,7,action;homepage;other,https://americansforpeace.us,13565,2021
Jessica Cisneros,TX,28.0,house,2022,D,2,20221208062428,4,4,homepage;other,https://jessicacisnerosforcongress.com/,8032,1074
Ruben Ramirez,TX,15.0,house,2022,D,2,20220702112918,4,7,action;biography;endorsements;homepage;issues;news,https://www.voteruben.com,15444,2072
Kelly Townsend,AZ,6.0,house,2022,R,2,20220227014721,4,1,homepage,https://www.kellytownsend.com,2906,416
Fadde Mikhail,CA,26.0,house,2022,R,2,20220330220215,2,5,biography;homepage;issues;other,https://faddemikhail.com,11342,1347
Marc Lewis,AZ,8.0,house,2024,D,2,20241220083653,4,1,homepage,https://marclewisaz.com,2062,169
Jose Castillo,FL,9.0,house,2024,R,2,20241211040016,4,2,homepage,https://joseforflorida.com,2602,349
Patty Pansing Brooks,NE,1.0,house,2024,D,2,20241210153613,5,22,homepage;other,https://www.pattyforcongress.com,227560,33348
Chris Bright,NH,1.0,house,2024,R,2,20240911234732,3,5,action;biography;homepage;news;other,https://chrisbright.org,19070,2803
Jennifer Qualteri,CO,1.0,house,2024,R,2,20240304184804,1,1,homepage,https://jq4congressco.com,5953,813
Brian Dr. Williams,TX,32.0,house,2024,D,2,20241119202016,4,1,homepage,https://drbrianwilliamsforcongress.com,4974,784
Adrian Pokharel,VA,10.0,house,2024,D,2,20240621184024,1,6,homepage;other,https://adrianpokharel.com,15455,2008
James David Gailliard,NC,2.0,house,2024,D,2,20240924231324,4,13,homepage;issues;other,https://www.jamesgailliard.com,20277,2726
Kyle G. Cameron,WY,0.0,house,2024,D,2,20241203201311,3,1,homepage,https://cameronforwyoming.net,1516,184
Laura Loomer,FL,11.0,house,2024,R,2,20241228200214,4,15,action;biography;endorsements;homepage;news;other,https://lauraloomerforcongress.com,30446,4014
Joseph Haywood,NC,6.0,house,2024,R,2,20240425052516,2,9,biography;endorsements;homepage;issues;news;other,https://leehaywood.com,29529,4414
Scott Mr. Armey,TX,26.0,house,2024,R,2,20240326001422,1,3,action;homepage;issues,https://www.scottarmeyforcongress.com,17721,2606
Brian Jeffrey Robinson,NY,10.0,house,2024,D,2,20240110144237,1,3,homepage;other,https://www.votebriannyc.com,23130,3680
E. Benjamin Samuels,MO,2.0,house,2024,D,2,20240927015213,1,1,homepage,https://samuelsforcongress.com,90,9
Chad Francis Hagg,TX,25.0,house,2024,R,2,20240522080424,3,1,homepage,https://chad4congress.com,2704,336
Suzette Martinez Valladares,CA,25.0,house,2024,R,2,20241107161532,4,17,action;biography;endorsements;homepage;issues;news;other,https://www.suzettevalladares.com,47289,5998
Tara Johnson,WI,3.0,house,2024,D,2,20240309043841,4,2,homepage;other,https://taraforwisconsin.com,4818,730
Cathy Mcmorris Rodgers,WA,5.0,house,2024,R,2,20241216172813,4,1,homepage,https://cathyforcongress.com,3371,569
Charles Gray,WY,0.0,house,2024,R,2,20241107064424,8,5,action;homepage;issues,https://www.chuckforwyoming.com,4883,590
Karen G.H. Ms. Baker,VA,9.0,house,2024,D,2,20241224081424,4,8,action;biography;endorsements;homepage;issues;news;other,https://bakerforva9th.com,23511,3262
Joel F. Dejean,TX,25.0,house,2024,D,2,20241222122959,2,5,action;biography;endorsements;homepage;issues,https://joeldejeanforcongress.com,17818,2549
Thomas Cotton,AR,4.0,house,2024,R,2,20240918030524,4,3,homepage;other,https://www.tomcotton.com,8427,1168
Michelle Beckley,TX,24.0,house,2024,D,2,20241124173304,4,1,homepage,https://www.michellebeckley.com/,1917,240
Theodore M. Liddell,NJ,1.0,house,2024,R,2,20241214152903,3,6,homepage;other,https://www.teddyliddellforcongress.com,62957,9149
Brendan Muir,MI,4.0,house,2024,R,2,20241218205623,3,1,homepage,https://www.brendanmuir.com,4601,639
Randall Clark,NH,2.0,house,2024,R,2,20240611130235,2,5,homepage;other,https://www.clarknh.com,2489,218
Jerry Mcnerney,CA,9.0,house,2024,D,2,20241222141246,4,3,homepage;other,https://www.jerrymcnerney.org,36123,5334
Max Steiner,CA,1.0,house,2024,D,2,20240229080153,4,2,homepage;other,https://maxsteinerforcongress.com/,8670,1279
Quintessa Dr. Hathaway,AR,2.0,house,2024,D,2,20240304152103,3,2,biography;homepage,https://quintessahathaway.com,8434,1202
Kendall Qualls,MN,3.0,house,2024,R,2,20241224121716,4,520,homepage;news;other,https://kendallforcongress.com,7363798,1209601
Mike France,CT,2.0,house,2024,R,2,20240226113309,4,10,action;homepage;news;other,https://votemikefrance.com,59196,8459
Chris Maples,NC,8.0,house,2024,R,2,20240224113716,1,10,action;biography;endorsements;homepage;issues;news;other,https://www.maplesforcongress.com,23750,3247
Samuel James Mr Peters,NV,4.0,house,2024,R,2,20240303225018,1,2,action;homepage,https://www.sampeters4congress.com,3678,445
Stephen Alan Leon,MD,8.0,house,2024,D,2,20241223182023,4,2,homepage;other,https://leonforcongress.us/,21181,2990
Joaquin Castro,TX,20.0,house,2024,D,2,20241227113210,4,3,homepage;other,https://www.castroforcongress.com,13147,1916
Dale William Mr. Ii Dorris,IN,9.0,house,2024,D,2,20240824115338,3,1,homepage,https://dliamdorris.com/,2544,350
Kelly Williams,DC,0.0,house,2024,D,2,20241207012147,3,3,biography;homepage;other,https://kellymikelfordc.com,13794,1949
Mike Cargile,CA,35.0,house,2024,R,2,20240926022135,4,1,homepage,https://www.cargileforcongress.com,1533,190
Jodey Arrington,TX,19.0,house,2024,R,2,20241216131109,4,2,homepage;other,https://www.jodeyarrington.com,13952,2173
Jason Emert,TN,2.0,house,2024,R,2,20240809175158,3,5,homepage;issues;news;other,https://www.jasonemert.com,11516,1643
Shana Melius,NJ,10.0,house,2024,D,2,20240723081609,3,1,homepage,http://www.meliusforcongress.com/,5770,850
Martell De'Angelo Bivings,MI,13.0,house,2024,R,2,20241206111848,3,1,homepage,https://bivingsforcongress.com,1241,190
Gwen S Moore,WI,4.0,house,2024,D,2,20241227172436,4,9,action;homepage;other,https://www.gwenmooreforcongress.com/,28341,3706
Suzanne Ms. Bonamici,OR,1.0,house,2024,D,2,20241226133627,4,2,homepage;other,http://bonamiciforcongress.com,1796,212
Herb Robinson,MA,4.0,house,2024,D,2,20241227173515,3,1,homepage,http://herbrobinson.us/,3561,535
Theodore P. Budd,NC,13.0,house,2024,R,2,20240626194359,4,9,action;biography;endorsements;homepage;issues;news;other,https://www.tedbudd.com,25515,3431
Tim Burchett,TN,2.0,house,2024,R,2,20241231005210,3,1,homepage,https://burchett.house.gov/,3087,266
Kevin Easton,OR,5.0,house,2024,D,2,20240217154500,1,1,homepage,https://www.voteeaston.com,2868,413
Matt Collier,MI,8.0,house,2024,D,2,20240806195449,2,1,homepage,https://collierformichigan.com,3953,526
Ibra Taher,OR,4.0,house,2024,R,2,20241120010056,4,25,action;biography;homepage;news;other,https://www.ibrahimtaher.com,127291,18270
Tuan A Le,FL,10.0,house,2024,R,2,20240823221244,3,11,action;biography;homepage;news;other,https://www.tuanleforcongress.com,27926,3282
Gus M Bilirakis,FL,12.0,house,2024,R,2,20240229042525,4,13,homepage;news;other,https://www.bilirakisforcongress.com,72328,10544
Dalia Al-Aqidi,MN,5.0,house,2024,R,2,20241112130944,4,1,homepage,https://daliaforcongress.org,2528,320
Joseph Frederick Iii Yetter,OR,2.0,house,2024,D,2,20240218165408,1,7,homepage;other,https://joefororegon.com,75670,1820
Julie Johnson,TX,32.0,house,2024,D,2,20241220202509,4,11,endorsements;homepage;issues;other,http://www.juliejohnson.com/,71751,9733
Kevin John Mcgovern,FL,15.0,house,2024,R,2,20241126001146,2,33,homepage;other,http://www.mcgovernforflorida.com,288924,41888
Johnny Mark Dr. Teague,TX,7.0,house,2024,R,2,20241105160335,4,1,homepage,https://www.johnnyteague.com/,27,4
Marcus J. Molinaro,NY,19.0,house,2024,R,2,20240619202851,4,12,biography;endorsements;homepage;news;other,https://marcforus.com,35192,5026
Steve Albert Loor,NC,13.0,house,2024,R,2,20241208091108,4,11,action;biography;homepage;issues;other,https://www.steveavonloor.org,30524,3895
Akil Khalfani,NJ,10.0,house,2024,D,2,20240921032045,3,6,homepage;issues;other,https://akilkhalfani.com,4567,576
Marlene Galan-Woods,AZ,1.0,house,2024,D,2,20241227140938,4,18,action;biography;endorsements;homepage;issues;other,https://marleneforcongress.com,69792,9563
David Serpa,CA,39.0,house,2024,R,2,20240617232117,4,2,homepage,https://davidserpaforcongress.com/,4772,670
Ahsan Nasar,VA,11.0,house,2024,D,2,20240620135630,3,9,action;biography;constituent_services;endorsements;homepage;issues;news;other,https://nasarforcongress.com/,19078,2125
Destiny Drake West,MD,6.0,house,2024,D,2,20240617033616,4,7,homepage;news;other,https://destinyforcongress.com,35426,4904
Paul Buskirk,KS,1.0,house,2024,D,2,20240903205743,3,1,homepage,https://buskirkforcongress.com,1333,171
Cathy Bernstein,NY,10.0,house,2024,R,2,20240605094727,1,1,other,https://bernsteinforcongress.com,59,1
Jack Smith,AZ,2.0,house,2024,R,2,20240816020333,3,11,biography;endorsements;homepage;news;other,https://www.jacksmithforcongress.com,10067,1406
Gary Mcmanus,FL,4.0,house,2024,D,2,20241108212704,1,1,homepage,https://garymcmanus.com,4439,697
Michael Lewis Van Meter,VA,11.0,house,2024,R,2,20240828175840,4,9,action;biography;homepage;issues;other,https://www.vanmeterforvirginia.com/,27245,3727
Sebastian Kenneth Gehrig,TX,12.0,house,2024,D,2,20241227230935,3,34,homepage;news;other,https://www.gehrigforcongress.org,135120,18288
Thomas William Jr. Brown,AL,2.0,house,2024,R,2,20241221122822,4,2,homepage;other,http://www.anthonybrown.com/,6511,966
Gerardo Serrano,KY,5.0,house,2024,R,2,20241215125522,4,1,homepage,https://www.serranoforcongress.org,800,92
Eric Michael Swalwell,CA,14.0,house,2024,D,2,20241213004608,4,7,action;homepage;other,https://www.ericswalwell.com,31111,4456
Ana Irma Rivera-Lassen,PR,0.0,house,2024,D,2,20241206165407,4,7,homepage;other,https://www.anairmariveralassen.com,37389,5096
Karen R Breslin,CO,4.0,house,2024,D,2,20240516103413,3,1,homepage,https://www.breslinforcongress.com,10887,1536
John Mr. Moolenaar,MI,2.0,house,2024,R,2,20241120200350,4,2,homepage;other,https://johnmoolenaarforcongress.com,3930,567
Joseph Gomes,MD,4.0,house,2024,D,2,20241105144403,3,6,biography;endorsements;homepage;other,https://josephgomesforuscongress.com,8356,1010
David Reid,VA,10.0,house,2024,D,2,20241220032850,4,5,endorsements;homepage;issues;news;other,https://reidforvirginia.com,15886,2357
Joshua Braxton Mccall,GA,9.0,house,2024,D,2,20241208072822,5,42,homepage;news;other,https://mccallforall.com,504129,71391
Brady Duke,FL,7.0,house,2024,R,2,20240221145508,1,1,homepage,https://www.bradyduke.com,223,26
Bonnie Ms. Wallace,CA,28.0,house,2024,R,2,20240923185535,3,2,homepage,https://wallaceforcongress.us,1656,198
Matthew Mr. Lusk,FL,5.0,house,2024,R,2,20240606015653,1,1,homepage,https://lusk2020.com,403,51
Debbie Lesko,AZ,8.0,house,2024,R,2,20240216125449,1,2,endorsements;homepage,http://www.debbieleskoforcongress.com,11990,1499
Angie Chirino,FL,27.0,house,2024,R,2,20241207023310,2,3,homepage;other,https://chirinoforcongress.com,11264,1321
Octavia Mrs. Coleman,GA,13.0,house,2024,D,2,20240216101022,3,1,homepage,https://octaviacoleman.com,14826,1935
Jo Anderson,IN,3.0,house,2024,D,2,20240613015449,2,1,homepage,https://andersonforindiana.com,2132,283
Kathy L Warner-Stanton,AL,5.0,house,2024,D,2,20240525085002,1,1,homepage,https://www.kathyforcongress.com,146,14
Patrick James Briody,AZ,8.0,house,2024,R,2,20240623163135,3,1,homepage,https://hellomynameispat.com,3047,439
Kyle Bone,MO,3.0,house,2024,R,2,20240621051516,3,17,action;homepage;news;other,https://kylebone.com/,26240,3308
Tyler Geffeney,CA,52.0,house,2024,R,2,20240927115616,3,17,endorsements;homepage;issues;news;other,https://tyler4congress.com,44597,5705
Ann Roe,WI,1.0,house,2024,D,2,20241211191157,4,1,homepage,https://www.annroeforcongress.com,188,18
Robert Morales,NC,2.0,house,2024,R,2,20240417112620,2,1,homepage,https://www.moralesfornc.com,586,93
Lalota Nick,NY,1.0,house,2024,R,2,20241203094814,4,1,homepage,https://nicklalota.com,773,93
John Zarbano,WI,6.0,house,2024,D,2,20240923162253,4,1,homepage,https://johnzarbano.com/,7415,1036
Daniel Dart,NJ,12.0,house,2024,D,2,20240518133317,1,1,homepage,https://www.danieldartforcongress.com,6297,895
Katrina Schaffner,AZ,5.0,house,2024,D,2,20241226145535,4,7,biography;homepage;issues;other,https://www.katrinaforarizona.com,49568,7081
John Carnan Anderson,TX,31.0,house,2024,R,2,20240306150849,1,1,homepage,https://www.andersonforcongresstx31.com,1860,255
Lenar Whitney,LA,6.0,house,2024,R,2,20240302091537,1,2,homepage,https://www.lenarwhitney.com,699,85
James Myles,VA,11.0,house,2024,R,2,20241214130817,3,1,homepage,https://mylesforcongress.com,63,8
Gulrez Khan,TX,32.0,house,2024,R,2,20241204185156,8,9,biography;endorsements;homepage;issues;other,https://www.gkhanforcongress.com,15830,1716
Jared Golden,ME,2.0,house,2024,D,2,20240325140423,4,6,biography;homepage;issues;news;other,https://jaredgoldenforcongress.com/,15367,2205
William Aiken,NC,1.0,house,2024,R,2,20240825215208,2,1,homepage,https://www.willaiken.com,856,99
Patti Hewitt,GA,1.0,house,2024,D,2,20240925220041,3,16,action;endorsements;homepage;issues;news;other,https://www.pattiforgeorgia.com,69321,9144
Gregory Hach,NY,3.0,house,2024,R,2,20240326034526,4,10,action;biography;homepage;issues;news;other,https://www.greghach.com,14491,1972
Debbie Dingell,MI,6.0,house,2024,D,2,20240926192622,2,1,homepage,https://www.debbiedingellforcongress.com,1554,193
Lou Correa,CA,46.0,house,2024,D,2,20241226181419,3,1,homepage,https://www.loucorrea.com,2053,253
Aaron Baker,FL,6.0,house,2024,R,2,20241227145629,1,1,homepage,https://aaron4fl6.com,680,79
Nicolas T Mr. Kimaz,FL,22.0,house,2024,R,2,20240416181011,5,9,homepage;other,https://www.kimazforcongress.com,31111,3733
Jeanne Marie Hendricks,MN,6.0,house,2024,D,2,20240622031705,1,1,homepage,https://hendricksformn.com,351,27
Deshan Levy Shultz,NV,4.0,house,2024,D,2,20240927225652,4,1,homepage,https://www.voteforlevyshultz.com,1379,155
Gregg Mele,NJ,6.0,house,2024,R,2,20241109221954,4,8,homepage;issues;news;other,https://www.mele4america.com,24343,3659
Daniel Meuser,PA,9.0,house,2024,R,2,20240628115914,4,3,action;homepage;news,https://www.meuserforcongress.com,22975,3488
Lawrence E Milan,CA,18.0,house,2024,D,2,20240601202157,4,10,action;biography;homepage;news;other,https://milanforcongress.com,23090,3092
Malcolm Colombo,MD,3.0,house,2024,D,2,20240301094253,4,5,action;biography;homepage;issues;other,https://www.malcolmtcolombo.com,11738,1825
Lacy Johnson,MN,5.0,house,2024,R,2,20240320011445,4,6,homepage;other,https://lacyjohnson.com,15535,1799
Sea Chan,WA,9.0,house,2024,R,2,20240503160712,2,9,homepage;other,https://www.chanforcongress.com,45299,7563
Belinda Thomas,AL,2.0,house,2024,R,2,20240216102740,1,4,homepage;other,https://www.belindathomasforcongress.com,6920,943
Nick Langworthy,NY,23.0,house,2024,R,2,20241128183345,4,2,homepage;other,https://www.nicklangworthy.com,13642,1933
David Trone,MD,6.0,house,2024,D,2,20240622233445,5,12,biography;endorsements;homepage;news;other,https://davidtrone.com,49584,6195
Tracey Lynnette Ms. Gordon,PA,3.0,house,2024,D,2,20240417192819,1,1,homepage,https://traceylgordon.com,6147,730
John Iii Morse,MD,3.0,house,2024,D,2,20240512013039,4,1,homepage,https://morse4maryland.com,3064,478
